Date,actual,pred,error,abs_error,ape,horizon_day,stage,fold,year_month
2019-09-12,2239528.24,3435557.451396307,1196029.2113963068,1196029.2113963068,0.5340540878360643,74,tune,2019-06-30,2019-09
2019-09-13,2602979.12,3283450.115853378,680470.995853378,680470.995853378,0.2614200746463836,75,tune,2019-06-30,2019-09
2019-09-14,2471379.44,3408714.3304105196,937334.8904105197,937334.8904105197,0.379275992686303,76,tune,2019-06-30,2019-09
2019-09-15,2704686.82,3515282.9338390245,810596.1138390247,810596.1138390247,0.29970054493740783,77,tune,2019-06-30,2019-09
2019-09-16,3377677.52,3793047.9940048247,415370.47400482465,415370.47400482465,0.12297517200659956,78,tune,2019-06-30,2019-09
2019-09-17,2208634.91,3543982.2057872866,1335347.2957872865,1335347.2957872865,0.6046030014925764,79,tune,2019-06-30,2019-09
2019-09-18,2218355.01,3604386.991490562,1386031.9814905622,1386031.9814905622,0.624801700017601,80,tune,2019-06-30,2019-09
2019-09-19,2750834.47,3306543.130088022,555708.6600880218,555708.6600880218,0.20201457635799575,81,tune,2019-06-30,2019-09
2019-09-20,1849923.37,3227539.5141906044,1377616.1441906043,1377616.1441906043,0.7446882214318987,82,tune,2019-06-30,2019-09
2019-09-21,3723308.64,3208738.12991705,-514570.51008295035,514570.51008295035,0.1382024859703681,83,tune,2019-06-30,2019-09
2019-09-22,3164897.45,3407001.0051027304,242103.55510273017,242103.55510273017,0.07649649283351351,84,tune,2019-06-30,2019-09
2019-09-23,3099449.09,3745085.094525972,645636.0045259721,645636.0045259721,0.2083066976673497,85,tune,2019-06-30,2019-09
2019-09-24,2947408.34,3481504.2467577015,534095.9067577017,534095.9067577017,0.1812086569442569,86,tune,2019-06-30,2019-09
2019-09-25,2898334.29,3645390.5957139554,747056.3057139553,747056.3057139553,0.25775367192510956,87,tune,2019-06-30,2019-09
2019-09-26,2908501.91,3712964.0014910595,804462.0914910594,804462.0914910594,0.2765898446637291,88,tune,2019-06-30,2019-09
2019-09-27,3950186.78,4143101.251960225,192914.47196022514,192914.47196022514,0.04883679752485657,89,tune,2019-06-30,2019-09
2019-09-28,3814692.18,4788318.501650495,973626.3216504953,973626.3216504953,0.25523063872757756,90,tune,2019-06-30,2019-09
2019-09-29,4292493.62,4864423.977781855,571930.3577818545,571930.3577818545,0.13323965238225666,91,tune,2019-06-30,2019-09
2019-09-30,4319120.35,4965029.705526283,645909.3555262834,645909.3555262834,0.1495465055809995,92,tune,2019-06-30,2019-09
2019-10-01,3461580.0,3762028.2970498092,300448.29704980925,300448.29704980925,0.08679513316168029,93,tune,2019-06-30,2019-10
2019-10-02,1385364.76,2273597.010130005,888232.250130005,888232.250130005,0.6411540669837775,94,tune,2019-06-30,2019-10
2019-10-03,1326788.68,2143639.974613292,816851.2946132922,816851.2946132922,0.6156604340438692,95,tune,2019-06-30,2019-10
2019-10-04,1866207.62,2332483.6626920453,466276.0426920452,466276.0426920452,0.24985218026922706,96,tune,2019-06-30,2019-10
2019-10-05,1911023.55,2181661.380702122,270637.83070212207,270637.83070212207,0.14161930694267064,97,tune,2019-06-30,2019-10
2019-10-06,2387439.44,2403456.949489668,16017.509489668068,16017.509489668068,0.006709074676955185,98,tune,2019-06-30,2019-10
2019-10-07,1999285.69,2635168.0979341976,635882.4079341977,635882.4079341977,0.3180547988287745,99,tune,2019-06-30,2019-10
2019-10-08,1470915.7,2730205.7694797497,1259290.0694797498,1259290.0694797498,0.8561266083975784,100,tune,2019-06-30,2019-10
2019-10-09,1397689.65,2905362.1428271737,1507672.4928271738,1507672.4928271738,1.0786890300197716,101,tune,2019-06-30,2019-10
2019-10-10,1458507.56,2615008.5815783604,1156501.0215783603,1156501.0215783603,0.7929345402764729,102,tune,2019-06-30,2019-10
2019-10-11,2040409.76,2856880.4458299903,816470.6858299903,816470.6858299903,0.40015035304966895,103,tune,2019-06-30,2019-10
2019-10-12,1557560.26,2858120.8662741035,1300560.6062741035,1300560.6062741035,0.834998580584037,104,tune,2019-06-30,2019-10
2019-10-13,2002257.12,3162941.276676139,1160684.1566761388,1160684.1566761388,0.5796878658002418,105,tune,2019-06-30,2019-10
2019-10-14,1775994.7,3393881.8084068014,1617887.1084068015,1617887.1084068015,0.9109751895131227,106,tune,2019-06-30,2019-10
2019-10-15,2018887.59,3289290.3938258495,1270402.8038258494,1270402.8038258494,0.6292588107027045,107,tune,2019-06-30,2019-10
2019-10-16,1464108.41,3142740.9112318032,1678632.5012318033,1678632.5012318033,1.1465219991679465,108,tune,2019-06-30,2019-10
2019-10-17,1372058.65,2869252.2522132695,1497193.6022132696,1497193.6022132696,1.0912023346912099,109,tune,2019-06-30,2019-10
2019-10-18,1653633.26,2789401.9092818676,1135768.6492818675,1135768.6492818675,0.6868322479688559,110,tune,2019-06-30,2019-10
2019-10-19,2811323.63,2936324.4766066507,125000.84660665086,125000.84660665086,0.04446334291532664,111,tune,2019-06-30,2019-10
2019-10-20,2844841.01,3149057.3879573275,304216.37795732776,304216.37795732776,0.1069361615949595,112,tune,2019-06-30,2019-10
2019-10-21,2711153.32,3393240.6633147933,682087.3433147934,682087.3433147934,0.2515856769453354,113,tune,2019-06-30,2019-10
2019-10-22,2214683.33,3157783.5293099084,943100.1993099083,943100.1993099083,0.42583975168581245,114,tune,2019-06-30,2019-10
2019-10-23,1759141.45,2936985.202000269,1177843.7520002692,1177843.7520002692,0.6695560223427566,115,tune,2019-06-30,2019-10
2019-10-24,2022900.04,2474088.524422231,451188.4844222311,451188.4844222311,0.22304042488536957,116,tune,2019-06-30,2019-10
2019-10-25,3187144.16,2571678.062051932,-615466.0979480683,615466.0979480683,0.1931089612049642,117,tune,2019-06-30,2019-10
2019-10-26,2566324.34,2817164.0500621814,250839.71006218158,250839.71006218158,0.09774279351696505,118,tune,2019-06-30,2019-10
2019-10-27,2753908.73,3310982.17474241,557073.44474241,557073.44474241,0.20228464315969177,119,tune,2019-06-30,2019-10
2019-10-28,4549329.18,4418238.130774122,-131091.04922587797,131091.04922587797,0.028815467960020862,120,tune,2019-06-30,2019-10
2019-10-29,4173624.95,4664886.46121596,491261.5112159597,491261.5112159597,0.11770619475905703,121,tune,2019-06-30,2019-10
2019-10-30,4011152.34,4377747.945363002,366595.60536300205,366595.60536300205,0.09139408685809276,122,tune,2019-06-30,2019-10
2019-10-31,3902622.14,4057609.0482034124,154986.9082034123,154986.9082034123,0.03971353173418227,123,tune,2019-06-30,2019-10
2019-11-01,2457372.77,3001132.866057108,543760.0960571081,543760.0960571081,0.22127700880200937,124,tune,2019-06-30,2019-11
2019-11-02,1251673.78,2620249.9892746494,1368576.2092746494,1368576.2092746494,1.0933968827521892,125,tune,2019-06-30,2019-11
2019-11-03,1429798.26,2442169.293522883,1012371.0335228832,1012371.0335228832,0.7080516614440999,126,tune,2019-06-30,2019-11
2019-11-04,1262571.36,2501835.2359367264,1239263.8759367263,1239263.8759367263,0.9815396699135692,127,tune,2019-06-30,2019-11
2019-11-05,1612667.27,2412338.0491019157,799670.7791019157,799670.7791019157,0.4958684249243278,128,tune,2019-06-30,2019-11
2019-11-06,1293265.9,2200476.604033591,907210.7040335913,907210.7040335913,0.7014881502973143,129,tune,2019-06-30,2019-11
2019-11-07,1946539.7,2188961.770602454,242422.070602454,242422.070602454,0.12454000840694593,130,tune,2019-06-30,2019-11
2019-11-08,1109713.24,2153954.10535209,1044240.8653520902,1044240.8653520902,0.9410006366618553,131,tune,2019-06-30,2019-11
2019-11-09,2311380.72,2297132.4653604273,-14248.25463957293,14248.25463957293,0.006164391056949254,132,tune,2019-06-30,2019-11
2019-11-10,3011648.48,2430217.162228933,-581431.3177710669,581431.3177710669,0.19306081756628746,133,tune,2019-06-30,2019-11
2019-11-11,2092297.23,2788779.6881004954,696482.4581004954,696482.4581004954,0.33287930993460974,134,tune,2019-06-30,2019-11
2019-11-12,2105090.82,2549904.694030658,444813.87403065804,444813.87403065804,0.211303887606454,135,tune,2019-06-30,2019-11
2019-11-13,2427345.64,2313424.135943247,-113921.50405675313,113921.50405675313,0.04693254317780352,136,tune,2019-06-30,2019-11
2019-11-14,2269908.4,2187806.295926038,-82102.10407396173,82102.10407396173,0.036169787324440816,137,tune,2019-06-30,2019-11
2019-11-15,2141001.63,2026785.6627231438,-114215.96727685607,114215.96727685607,0.05334697819770276,138,tune,2019-06-30,2019-11
2019-11-16,1941582.58,1955147.975571891,13565.395571890986,13565.395571890986,0.006986772394657036,139,tune,2019-06-30,2019-11
2019-11-17,2590750.35,2046335.5140771652,-544414.8359228349,544414.8359228349,0.21013789920855744,140,tune,2019-06-30,2019-11
2019-11-18,2099691.1,2407989.2438474344,308298.1438474343,308298.1438474343,0.1468302379561614,141,tune,2019-06-30,2019-11
2019-11-19,1303736.25,2092912.774855031,789176.5248550309,789176.5248550309,0.6053191547408695,142,tune,2019-06-30,2019-11
2019-11-20,1211508.93,1915818.5536204597,704309.6236204598,704309.6236204598,0.5813490979554397,143,tune,2019-06-30,2019-11
2019-11-21,1758120.57,1677196.1738703116,-80924.39612968848,80924.39612968848,0.0460289228796683,144,tune,2019-06-30,2019-11
2019-11-22,1717259.82,1788152.0947395791,70892.27473957906,70892.27473957906,0.04128220663753669,145,tune,2019-06-30,2019-11
2019-11-23,1275541.97,1778302.538979488,502760.568979488,502760.568979488,0.39415446986780683,146,tune,2019-06-30,2019-11
2019-11-24,1513582.11,1691632.4037016316,178050.29370163148,178050.29370163148,0.11763504108913621,147,tune,2019-06-30,2019-11
2019-11-25,1823713.36,1935539.1709538358,111825.81095383572,111825.81095383572,0.06131764640570255,148,tune,2019-06-30,2019-11
2019-11-26,1658805.72,1859720.0709623112,200914.35096231126,200914.35096231126,0.12111988073100644,149,tune,2019-06-30,2019-11
2019-11-27,1673862.79,2066295.8616727628,392433.07167276274,392433.07167276274,0.23444757480555664,150,tune,2019-06-30,2019-11
2019-11-28,2283224.58,2712351.6677356632,429127.08773566317,429127.08773566317,0.18794782234503762,151,tune,2019-06-30,2019-11
2019-11-29,1727675.92,2918770.6318863938,1191094.7118863938,1191094.7118863938,0.6894202194392997,152,tune,2019-06-30,2019-11
2019-11-30,1706944.78,2959715.203292638,1252770.423292638,1252770.423292638,0.7339255715657292,153,tune,2019-06-30,2019-11
2019-12-01,1570052.1,1946235.270562587,376183.170562587,376183.170562587,0.23959916397843548,154,tune,2019-06-30,2019-12
2019-12-02,939051.09,1509783.8336547394,570732.7436547395,570732.7436547395,0.6077760302208258,155,tune,2019-06-30,2019-12
2019-12-03,1049432.49,1136227.4441448245,86794.95414482453,86794.95414482453,0.08270656280598339,156,tune,2019-06-30,2019-12
2019-12-04,808148.29,1062358.0312534915,254209.7412534915,254209.7412534915,0.31455828639257716,157,tune,2019-06-30,2019-12
2019-12-05,584316.21,1033839.6584773826,449523.44847738266,449523.44847738266,0.769315382295115,158,tune,2019-06-30,2019-12
2019-12-06,1028672.61,1164936.5205822457,136263.91058224568,136263.91058224568,0.1324657711866613,159,tune,2019-06-30,2019-12
2019-12-07,1004670.88,1285091.3080477535,280420.4280477535,280420.4280477535,0.2791167074014861,160,tune,2019-06-30,2019-12
2019-12-08,992442.58,1270946.1856837277,278503.6056837278,278503.6056837278,0.2806244021530473,161,tune,2019-06-30,2019-12
2019-12-09,1419175.87,1480277.4266629794,61101.5566629793,61101.5566629793,0.043054252791783515,162,tune,2019-06-30,2019-12
2019-12-10,902926.09,1371615.0558723328,468688.9658723328,468688.9658723328,0.519077885845931,163,tune,2019-06-30,2019-12
2019-12-11,1013400.28,1313122.7830718504,299722.5030718504,299722.5030718504,0.2957592463580634,164,tune,2019-06-30,2019-12
2019-12-12,928048.97,1385261.1187895369,457212.1487895369,457212.1487895369,0.492659507816206,165,tune,2019-06-30,2019-12
2019-12-13,1377941.74,1582908.7618931443,204967.02189314435,204967.02189314435,0.14874868504465533,166,tune,2019-06-30,2019-12
2019-12-14,1133983.1,1569829.987803567,435846.8878035669,435846.8878035669,0.3843504262132009,167,tune,2019-06-30,2019-12
2019-12-15,1178357.1,1692264.6132284405,513907.5132284404,513907.5132284404,0.4361220492738919,168,tune,2019-06-30,2019-12
2019-12-16,2441615.29,1658430.1570257996,-783185.1329742004,783185.1329742004,0.3207651656597385,169,tune,2019-06-30,2019-12
2019-12-17,1509802.09,1362221.096448678,-147580.99355132203,147580.99355132203,0.09774856885469142,170,tune,2019-06-30,2019-12
2019-12-18,1081751.46,1290417.3034979007,208665.84349790076,208665.84349790076,0.1928962901495883,171,tune,2019-06-30,2019-12
2019-12-19,1755344.65,1394386.9847546795,-360957.6652453204,360957.6652453204,0.20563350066057992,172,tune,2019-06-30,2019-12
2019-12-20,1591897.49,1494731.82608057,-97165.66391943,97165.66391943,0.06103763874860434,173,tune,2019-06-30,2019-12
2019-12-21,1604411.0,1559052.537448798,-45358.46255120193,45358.46255120193,0.0282710992078725,174,tune,2019-06-30,2019-12
2019-12-22,1998393.15,1727457.1163720652,-270936.03362793475,270936.03362793475,0.13557694271917153,175,tune,2019-06-30,2019-12
2019-12-23,1553261.7,1901698.954821263,348437.254821263,348437.254821263,0.2243261742829705,176,tune,2019-06-30,2019-12
2019-12-24,1516895.67,1524611.2496763573,7715.579676357331,7715.579676357331,0.0050864273851855156,177,tune,2019-06-30,2019-12
2019-12-25,1299670.93,1582711.0417596854,283040.11175968545,283040.11175968545,0.21777828927795242,178,tune,2019-06-30,2019-12
2019-12-26,962186.25,1697270.9654638292,735084.7154638292,735084.7154638292,0.7639734151925671,179,tune,2019-06-30,2019-12
2019-12-27,2014300.3,2165114.257355125,150813.9573551251,150813.9573551251,0.07487163525474583,180,tune,2019-06-30,2019-12
2019-12-28,3502828.06,3237108.1232238105,-265719.9367761896,265719.9367761896,0.07585868681667167,181,tune,2019-06-30,2019-12
2019-12-29,3313547.73,3609842.531843381,296294.801843381,296294.801843381,0.0894192044257594,182,tune,2019-06-30,2019-12
2019-12-30,3576704.95,3849452.14663727,272747.19663727004,272747.19663727004,0.07625655469212522,183,tune,2019-06-30,2019-12
2019-12-31,2778326.07,3940774.5883539473,1162448.5183539474,1162448.5183539474,0.41839888086064264,184,tune,2019-06-30,2019-12
2020-01-01,1871817.88,2337203.2424169797,465385.36241697986,465385.36241697986,0.24862747994317688,185,tune,2019-06-30,2020-01
2020-01-02,306693.87,1641875.097906636,1335181.227906636,1335181.227906636,4.353465649335072,186,tune,2019-06-30,2020-01
2020-01-03,766406.86,1477242.953247657,710836.0932476571,710836.0932476571,0.9274918197465731,187,tune,2019-06-30,2020-01
2020-01-04,888245.03,1347218.324055501,458973.294055501,458973.294055501,0.5167192368703724,188,tune,2019-06-30,2020-01
2020-01-05,1285208.07,1403802.279089785,118594.20908978488,118594.20908978488,0.09227627172445695,189,tune,2019-06-30,2020-01
2020-01-06,970782.47,1515205.6016706536,544423.1316706536,544423.1316706536,0.5608085729758322,190,tune,2019-06-30,2020-01
2020-01-07,764267.46,1347962.8596716337,583695.3996716337,583695.3996716337,0.7637318481041098,191,tune,2019-06-30,2020-01
2020-01-08,1107287.26,1434059.6834304966,326772.4234304966,326772.4234304966,0.2951107948541705,192,tune,2019-06-30,2020-01
2020-01-09,1056334.6,1457277.0827055043,400942.48270550417,400942.48270550417,0.3795601154269718,193,tune,2019-06-30,2020-01
2020-01-10,1052535.45,1778287.6126626949,725752.1626626949,725752.1626626949,0.6895275239068622,194,tune,2019-06-30,2020-01
2020-01-11,1482481.4,1695078.03713957,212596.6371395702,212596.6371395702,0.1434059389477468,195,tune,2019-06-30,2020-01
2020-01-12,1377373.92,1889132.8176576314,511758.89765763143,511758.89765763143,0.37154681835244235,196,tune,2019-06-30,2020-01
2020-01-13,1823598.04,2197884.783538571,374286.74353857106,374286.74353857106,0.2052462962389294,197,tune,2019-06-30,2020-01
2020-01-14,1243925.22,2029926.9308012165,786001.7108012165,786001.7108012165,0.6318721561101692,198,tune,2019-06-30,2020-01
2020-01-15,1380005.06,1748753.029871641,368747.9698716409,368747.9698716409,0.26720769405848477,199,tune,2019-06-30,2020-01
2020-01-16,1030944.9,1596222.4951422112,565277.5951422112,565277.5951422112,0.5483101911093514,200,tune,2019-06-30,2020-01
2020-01-17,1830660.94,1629826.2350076407,-200834.70499235927,200834.70499235927,0.10970611794031028,201,tune,2019-06-30,2020-01
2020-01-18,1766837.19,1660920.7586647877,-105916.4313352122,105916.4313352122,0.059946910748019853,202,tune,2019-06-30,2020-01
2020-01-19,1524971.65,1808989.9562290024,284018.30622900254,284018.30622900254,0.18624497460592304,203,tune,2019-06-30,2020-01
2020-01-20,1754063.39,2041862.73723519,287799.3472351902,287799.3472351902,0.16407579616332466,204,tune,2019-06-30,2020-01
2020-01-21,1339757.99,1820165.537190821,480407.54719082103,480407.54719082103,0.3585778556848323,205,tune,2019-06-30,2020-01
2020-01-22,1519425.6,1664594.7759831469,145169.17598314676,145169.17598314676,0.09554214170351398,206,tune,2019-06-30,2020-01
2020-01-23,1004242.27,1624917.223939381,620674.953939381,620674.953939381,0.6180530062127151,207,tune,2019-06-30,2020-01
2020-01-24,1704378.2,1726255.6318020606,21877.431802060688,21877.431802060688,0.012836019495004505,208,tune,2019-06-30,2020-01
2020-01-25,1822074.98,1785248.3267294834,-36826.653270516545,36826.653270516545,0.020211381899616746,209,tune,2019-06-30,2020-01
2020-01-26,2456410.62,2067428.481355789,-388982.1386442112,388982.1386442112,0.15835387433889664,210,tune,2019-06-30,2020-01
2020-01-27,3063079.4,3049010.9985337416,-14068.401466258336,14068.401466258336,0.004592894805880101,211,tune,2019-06-30,2020-01
2020-01-28,2756106.46,3778349.90138086,1022243.4413808598,1022243.4413808598,0.37090128999619987,212,tune,2019-06-30,2020-01
2020-01-29,2649423.01,3731306.7009133967,1081883.690913397,1081883.690913397,0.4083469067906212,213,tune,2019-06-30,2020-01
2020-01-30,2487204.75,3619745.2757656006,1132540.5257656006,1132540.5257656006,0.45534672035569274,214,tune,2019-06-30,2020-01
2020-01-31,1641713.06,3546634.174542434,1904921.114542434,1904921.114542434,1.160325248641461,215,tune,2019-06-30,2020-01
2020-02-01,1463943.76,2635331.316699451,1171387.5566994508,1171387.5566994508,0.8001588508423649,216,tune,2019-06-30,2020-02
2020-02-02,1093114.88,2260303.434050738,1167188.554050738,1167188.554050738,1.0677638511797938,217,tune,2019-06-30,2020-02
2020-02-03,1316072.4,2204730.5830904804,888658.1830904805,888658.1830904805,0.675235027412231,218,tune,2019-06-30,2020-02
2020-02-04,1029616.88,2298012.2885288117,1268395.4085288118,1268395.4085288118,1.231910075647567,219,tune,2019-06-30,2020-02
2020-02-05,1584431.42,2219500.0121642053,635068.5921642054,635068.5921642054,0.4008179742889758,220,tune,2019-06-30,2020-02
2020-02-06,1426441.72,2087193.54827237,660751.8282723699,660751.8282723699,0.4632168416052567,221,tune,2019-06-30,2020-02
2020-02-07,1459386.86,2144158.9062556596,684772.0462556595,684772.0462556595,0.46921900218812407,222,tune,2019-06-30,2020-02
2020-02-08,2184212.09,2151451.018473887,-32761.071526112966,32761.071526112966,0.01499903405722517,223,tune,2019-06-30,2020-02
2020-02-09,2055783.58,2086398.9886855586,30615.408685558476,30615.408685558476,0.014892330585478494,224,tune,2019-06-30,2020-02
2020-02-10,2291998.17,2328269.9806641834,36271.81066418346,36271.81066418346,0.015825409958413476,225,tune,2019-06-30,2020-02
2020-02-11,1213349.37,2797969.7182343,1584620.3482343,1584620.3482343,1.3059885202184593,226,tune,2019-06-30,2020-02
2020-02-12,1321005.73,2687230.923640233,1366225.193640233,1366225.193640233,1.0342310881878105,227,tune,2019-06-30,2020-02
2020-02-13,1581431.75,2676160.8831963716,1094729.1331963716,1094729.1331963716,0.6922392529404899,228,tune,2019-06-30,2020-02
2020-02-14,2037539.68,2888381.809597463,850842.129597463,850842.129597463,0.41758309688352324,229,tune,2019-06-30,2020-02
2020-02-15,2021731.66,2748642.0768753774,726910.4168753775,726910.4168753775,0.35954841646758284,230,tune,2019-06-30,2020-02
2020-02-16,2850540.94,2640807.7706702217,-209733.1693297783,209733.1693297783,0.0735766206289878,231,tune,2019-06-30,2020-02
2020-02-17,3027388.85,2871642.8937192964,-155745.95628070366,155745.95628070366,0.05144563978978242,232,tune,2019-06-30,2020-02
2020-02-18,1906269.53,3344922.642882899,1438653.112882899,1438653.112882899,0.7546955402906214,233,tune,2019-06-30,2020-02
2020-02-19,2587869.93,2899908.324702997,312038.39470299706,312038.39470299706,0.12057730996665549,234,tune,2019-06-30,2020-02
2020-02-20,2179252.94,2697316.8396927547,518063.8996927547,518063.8996927547,0.23772545636338788,235,tune,2019-06-30,2020-02
2020-02-21,1875282.27,2803664.8732778262,928382.6032778262,928382.6032778262,0.4950628596716942,236,tune,2019-06-30,2020-02
2020-02-22,2816611.42,2744790.0936192316,-71821.32638076833,71821.32638076833,0.02549919590284425,237,tune,2019-06-30,2020-02
2020-02-23,3660447.62,2979757.1643659775,-680690.4556340226,680690.4556340226,0.18595825601078333,238,tune,2019-06-30,2020-02
2020-02-24,4913668.98,3260389.4450387717,-1653279.5349612287,1653279.5349612287,0.33646538700318157,239,tune,2019-06-30,2020-02
2020-02-25,3883383.17,4256545.165359623,373161.9953596229,373161.9953596229,0.09609198449495852,240,tune,2019-06-30,2020-02
2020-02-26,3776016.2,4329108.747474044,553092.5474740434,553092.5474740434,0.1464751521654074,241,tune,2019-06-30,2020-02
2020-02-27,2799802.2,4209105.595384428,1409303.395384428,1409303.395384428,0.5033581998701294,242,tune,2019-06-30,2020-02
2020-02-28,1651589.28,4709758.590680014,3058169.310680014,3058169.310680014,1.8516524342420133,243,tune,2019-06-30,2020-02
2020-02-29,440505.08,4502982.725435831,4062477.6454358306,4062477.6454358306,9.222317357692743,244,tune,2019-06-30,2020-02
2020-03-01,574193.42,3064734.55834142,2490541.13834142,2490541.13834142,4.337460255712125,245,tune,2019-06-30,2020-03
2020-03-02,723891.53,2537837.8467964437,1813946.3167964437,1813946.3167964437,2.505826137786753,246,tune,2019-06-30,2020-03
2020-03-03,943222.71,2470791.592426311,1527568.8824263113,1527568.8824263113,1.6195208896383668,247,tune,2019-06-30,2020-03
2020-03-04,1909614.63,2528640.1319322726,619025.5019322727,619025.5019322727,0.32416252588736855,248,tune,2019-06-30,2020-03
2020-03-05,2333220.72,2419439.273198338,86218.55319833802,86218.55319833802,0.03695259195123984,249,tune,2019-06-30,2020-03
2020-03-06,1511362.89,2268954.15417659,757591.2641765901,757591.2641765901,0.5012636403799687,250,tune,2019-06-30,2020-03
2020-03-07,1871812.61,2284401.079923732,412588.4699237321,412588.4699237321,0.22042188823791078,251,tune,2019-06-30,2020-03
2020-03-08,2407053.63,2395846.9159913124,-11206.71400868753,11206.71400868753,0.00465578077239913,252,tune,2019-06-30,2020-03
2020-03-09,2614688.4,3166977.1700026537,552288.7700026538,552288.7700026538,0.21122546380771562,253,tune,2019-06-30,2020-03
2020-03-10,2160515.74,3068406.771151105,907891.0311511047,907891.0311511047,0.4202195866210651,254,tune,2019-06-30,2020-03
2020-03-11,3433278.78,3193843.822042615,-239434.95795738464,239434.95795738464,0.06973944538153254,255,tune,2019-06-30,2020-03
2020-03-12,4588363.52,3420417.780600935,-1167945.7393990643,1167945.7393990643,0.25454516284687584,256,tune,2019-06-30,2020-03
2020-03-13,3021810.51,3206368.0269745183,184557.51697451854,184557.51697451854,0.061075145633310596,257,tune,2019-06-30,2020-03
2020-03-14,2973651.06,3174442.319674702,200791.25967470184,200791.25967470184,0.06752347724171169,258,tune,2019-06-30,2020-03
2020-03-15,3221293.98,3143351.571255689,-77942.40874431096,77942.40874431096,0.024195993668454614,259,tune,2019-06-30,2020-03
2020-03-16,3825962.41,3785850.5001101294,-40111.90988987079,40111.90988987079,0.010484135909184426,260,tune,2019-06-30,2020-03
2020-03-17,3337087.52,3688215.3242381997,351127.8042381997,351127.8042381997,0.10521983679894609,261,tune,2019-06-30,2020-03
2020-03-18,4361415.01,3857658.320750063,-503756.68924993696,503756.68924993696,0.11550303928768682,262,tune,2019-06-30,2020-03
2020-03-19,4192556.63,3816096.2030890416,-376460.42691095825,376460.42691095825,0.08979256814736412,263,tune,2019-06-30,2020-03
2020-03-20,4714923.6,3487711.082453967,-1227212.5175460326,1227212.5175460326,0.26028258815180644,264,tune,2019-06-30,2020-03
2020-03-21,3786624.27,3360631.1909359843,-425993.07906401576,425993.07906401576,0.11249943186573823,265,tune,2019-06-30,2020-03
2020-03-22,3660217.49,3729244.3486527684,69026.85865276819,69026.85865276819,0.018858676797582373,266,tune,2019-06-30,2020-03
2020-03-23,4599846.79,4497008.063730727,-102838.72626927309,102838.72626927309,0.022356989474702285,267,tune,2019-06-30,2020-03
2020-03-24,3777061.29,4437064.203693321,660002.9136933209,660002.9136933209,0.17473979451716043,268,tune,2019-06-30,2020-03
2020-03-25,5473119.8,4741924.564211707,-731195.2357882932,731195.2357882932,0.13359752070259695,269,tune,2019-06-30,2020-03
2020-03-26,4976074.87,5362446.267503862,386371.39750386216,386371.39750386216,0.07764581675272546,270,tune,2019-06-30,2020-03
2020-03-27,5292649.55,4837946.846234835,-454702.70376516506,454702.70376516506,0.08591211253825885,271,tune,2019-06-30,2020-03
2020-03-28,4107108.15,5017821.728910187,910713.5789101874,910713.5789101874,0.22174083214979068,272,tune,2019-06-30,2020-03
2020-03-29,4853424.1,7383396.090873908,2529971.9908739086,2529971.9908739086,0.5212756888222294,273,tune,2019-06-30,2020-03
2020-03-30,8661154.35,7988659.646395741,-672494.7036042586,672494.7036042586,0.07764492773463373,274,tune,2019-06-30,2020-03
2020-03-31,7897174.25,8780014.18968311,882839.9396831095,882839.9396831095,0.11179187792179077,275,tune,2019-06-30,2020-03
2020-04-01,8755809.46,6257207.564816089,-2498601.8951839115,2498601.8951839115,0.2853650375329103,276,tune,2019-06-30,2020-04
2020-04-02,7577709.18,4033106.157440603,-3544603.022559397,3544603.022559397,0.4677670966727964,277,tune,2019-06-30,2020-04
2020-04-03,6784809.88,2863150.7353935204,-3921659.1446064794,3921659.1446064794,0.578005753140791,278,tune,2019-06-30,2020-04
2020-04-04,2596249.84,2748005.717094251,151755.8770942511,151755.8770942511,0.05845195433666396,279,tune,2019-06-30,2020-04
2020-04-05,2270549.35,3217296.962512549,946747.6125125489,946747.6125125489,0.4169685246050912,280,tune,2019-06-30,2020-04
2020-04-06,2174513.69,3794323.0626576664,1619809.3726576664,1619809.3726576664,0.744906495694523,281,tune,2019-06-30,2020-04
2020-04-07,2970609.75,4042378.077658166,1071768.3276581662,1071768.3276581662,0.36079068536625053,282,tune,2019-06-30,2020-04
2020-04-08,4245321.13,4404622.487791296,159301.3577912962,159301.3577912962,0.03752398297164771,283,tune,2019-06-30,2020-04
2020-04-09,3887991.65,4675743.068849556,787751.4188495562,787751.4188495562,0.20261139677333315,284,tune,2019-06-30,2020-04
2020-04-10,3023393.36,4282736.377591101,1259343.0175911016,1259343.0175911016,0.41653297061917927,285,tune,2019-06-30,2020-04
2020-04-11,3732689.24,4318236.221105062,585546.9811050622,585546.9811050622,0.15687000536510298,286,tune,2019-06-30,2020-04
2020-04-12,2907846.49,4534245.092311887,1626398.6023118868,1626398.6023118868,0.5593137766746025,287,tune,2019-06-30,2020-04
2020-04-13,3947462.22,5376226.4886957025,1428764.2686957023,1428764.2686957023,0.3619450140540426,288,tune,2019-06-30,2020-04
2020-04-14,3808658.46,5459665.237228033,1651006.7772280332,1651006.7772280332,0.43348774760655046,289,tune,2019-06-30,2020-04
2020-04-15,4628778.3,5500572.801051165,871794.5010511652,871794.5010511652,0.1883422459553021,290,tune,2019-06-30,2020-04
2020-04-16,4375989.59,5222514.447956471,846524.8579564709,846524.8579564709,0.19344763979579552,291,tune,2019-06-30,2020-04
